time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total,
20161003T164939,36.6,400,400,36.61,300,300,
20161003T164941,36.6,600,600,36.61,100,100,
20161003T164943,36.6,400,400,36.61,400,400,
20161003T164945,36.6,400,400,36.6,500,500,
20161003T164947,36.59,400,400,36.6,300,300,
20161003T164948,36.59,500,500,36.6,300,300,
20161003T164951,36.59,400,400,36.6,400,400,
20161003T164952,36.59,500,500,36.6,400,400,
20161003T165001,36.59,600,600,36.6,400,400,
20161003T165005,36.59,500,500,36.6,500,500,
20161003T165008,36.59,500,500,36.6,600,600,
20161003T165010,36.59,500,500,36.6,500,500,
20161003T165013,36.59,600,600,36.6,500,500,
20161003T165014,36.59,500,500,36.6,500,500,
20161003T165020,36.59,700,700,36.6,500,500,
20161003T165023,36.59,600,600,36.6,500,500,
20161003T165041,36.58,400,400,36.59,1000,1000,
20161003T165044,36.58,400,400,36.59,800,800,
20161003T165047,36.58,300,300,36.59,1200,1200,
20161003T165050,36.59,600,600,36.6,400,400,
20161003T165051,36.59,900,900,36.6,200,200,
20161003T165052,36.59,500,500,36.6,400,400,
20161003T165055,36.59,300,300,36.6,800,800,
20161003T165057,36.59,500,500,36.6,200,200,
20161003T165058,36.59,500,500,36.6,300,300,
20161003T165059,36.6,1000,1000,36.61,900,900,
20161003T165101,36.6,300,300,36.61,700,700,
20161003T165102,36.61,400,400,36.62,600,600,
20161003T165103,36.61,800,800,36.62,100,100,
20161003T165104,36.61,600,600,36.62,400,400,
20161003T165106,36.61,600,600,36.62,500,500,
20161003T165107,36.61,600,600,36.62,600,600,
20161003T165108,36.61,500,500,36.62,600,600,
20161003T165110,36.61,400,400,36.62,700,700,
20161003T165111,36.6,600,600,36.61,600,600,
20161003T165112,36.6,400,400,36.61,600,600,
20161003T165115,36.6,700,700,36.61,400,400,
20161003T165116,36.6,800,800,36.61,400,400,
20161003T165118,36.6,700,700,36.61,500,500,
20161003T165121,36.6,500,500,36.61,600,600,
20161003T165122,36.6,500,500,36.61,300,300,
20161003T165124,36.6,500,500,36.61,400,400,
20161003T165128,36.6,400,400,36.61,700,700,
20161003T165130,36.6,200,200,36.61,700,700,
20161003T165131,36.59,400,400,36.6,700,700,
20161003T165135,36.58,700,700,36.59,600,600,
20161003T165136,36.58,600,600,36.59,600,600,
20161003T165145,36.58,400,400,36.59,500,500,
20161003T165148,36.6,400,400,36.61,500,500,
20161003T165149,36.6,400,400,36.61,300,300,
20161003T165150,36.6,500,500,36.61,800,800,
20161003T165151,36.6,400,400,36.61,800,800,
20161003T165157,36.6,400,400,36.61,600,600,
20161003T165159,36.6,400,400,36.61,500,500,
20161003T165204,36.6,700,700,36.61,700,700,
20161003T165205,36.6,700,700,36.61,600,600,
20161003T165208,36.6,700,700,36.61,400,400,
20161003T165211,36.6,700,700,36.61,700,700,
20161003T165214,36.6,700,700,36.61,600,600,
20161003T165216,36.6,700,700,36.61,700,700,
20161003T165233,36.6,700,700,36.61,1000,1000,
20161003T165237,36.6,700,700,36.61,900,900,
20161003T165241,36.6,700,700,36.61,1000,1000,
20161003T165244,36.57,1100,1100,36.58,400,400,
20161003T165246,36.57,900,900,36.58,400,400,
20161003T165248,36.57,300,300,36.58,600,600,
20161003T165250,36.56,700,700,36.57,500,500,
20161003T165252,36.56,600,600,36.57,800,800,
20161003T165255,36.55,600,600,36.56,500,500,
20161003T165257,36.55,400,400,36.56,400,400,
20161003T165258,36.55,400,400,36.56,300,300,
20161003T165305,36.55,500,500,36.56,300,300,
20161003T165306,36.56,400,400,36.57,900,900,
20161003T165307,36.56,400,400,36.57,1100,1100,
20161003T165311,36.56,200,200,36.57,1100,1100,
20161003T165313,36.55,600,600,36.56,700,700,
20161003T165314,36.55,600,600,36.56,500,500,
20161003T165316,36.54,500,500,36.55,800,800,
20161003T165317,36.54,500,500,36.55,400,400,
20161003T165319,36.54,600,600,36.55,500,500,
20161003T165320,36.54,800,800,36.55,400,400,
20161003T165323,36.54,600,600,36.55,800,800,
20161003T165325,36.54,300,300,36.55,900,900,
20161003T165326,36.54,400,400,36.55,800,800,
20161003T165327,36.54,700,700,36.55,800,800,
20161003T165329,36.54,700,700,36.55,700,700,
20161003T165331,36.54,200,200,36.55,1500,1500,
20161003T165334,36.54,600,600,36.55,1000,1000,
20161003T165336,36.54,100,100,36.55,1000,1000,
20161003T165337,36.53,1000,1000,36.54,500,500,
20161003T165339,36.53,900,900,36.54,500,500,
20161003T165345,36.53,1200,1200,36.54,100,100,
20161003T165348,36.53,400,400,36.54,700,700,
20161003T165349,36.53,200,200,36.54,800,800,
20161003T165350,36.53,600,600,36.54,600,600,
20161003T165351,36.53,500,500,36.54,600,600,
20161003T165353,36.53,100,100,36.54,900,900,
20161003T165355,36.53,500,500,36.54,400,400,
20161003T165357,36.53,500,500,36.54,300,300,
20161003T165358,36.53,400,400,36.54,600,600,
20161003T165401,36.53,400,400,36.54,500,500,
20161003T165403,36.53,400,400,36.54,800,800,
20161003T165405,36.52,600,600,36.53,400,400,
20161003T165406,36.52,500,500,36.53,500,500,
20161003T165406,36.51,600,600,36.52,700,700,
20161003T165407,36.52,500,500,36.53,600,600,
20161003T165410,36.52,500,500,36.53,400,400,
20161003T165412,36.52,600,600,36.53,400,400,
20161003T165413,36.52,600,600,36.53,200,200,
20161003T165414,36.52,600,600,36.53,600,600,
20161003T165416,36.52,500,500,36.53,600,600,
20161003T165417,36.52,900,900,36.53,300,300,
20161003T165421,36.52,900,900,36.53,200,200,
20161003T165422,36.53,700,700,36.54,500,500,
20161003T165423,36.53,500,500,36.54,400,400,
20161003T165425,36.53,600,600,36.54,500,500,
20161003T165427,36.53,400,400,36.54,500,500,
20161003T165430,36.52,600,600,36.53,500,500,
20161003T165432,36.52,700,700,36.53,300,300,
20161003T165434,36.52,500,500,36.53,300,300,
20161003T165437,36.53,400,400,36.54,500,500,
20161003T165439,36.53,900,900,36.54,300,300,
20161003T165440,36.53,500,500,36.54,600,600,
20161003T165442,36.53,500,500,36.54,500,500,
20161003T165445,36.53,600,600,36.55,700,700,
20161003T165446,36.53,500,500,36.54,200,200,
20161003T165450,36.54,700,700,36.55,500,500,
20161003T165451,36.53,700,700,36.55,800,800,
20161003T165452,36.54,400,400,36.55,500,500,
20161003T165500,36.54,400,400,36.55,600,600,
20161003T165504,36.54,600,600,36.55,600,600,
20161003T165511,36.55,400,400,36.56,500,500,
20161003T165512,36.55,400,400,36.56,700,700,
20161003T165513,36.55,400,400,36.56,600,600,
20161003T165516,36.55,500,500,36.56,600,600,
20161003T165518,36.55,400,400,36.56,600,600,
20161003T165522,36.54,500,500,36.55,400,400,
20161003T165524,36.54,300,300,36.55,400,400,
20161003T165528,36.54,400,400,36.55,600,600,
20161003T165529,36.54,500,500,36.55,500,500,
20161003T165531,36.54,800,800,36.55,100,100,
20161003T165533,36.54,900,900,36.55,100,100,
20161003T165534,36.55,1200,1200,36.56,200,200,
20161003T165535,36.55,800,800,36.56,400,400,
20161003T165537,36.55,700,700,36.56,500,500,
20161003T165539,36.55,700,700,36.56,400,400,
20161003T165544,36.55,600,600,36.56,400,400,
20161003T165548,36.55,500,500,36.56,400,400,
20161003T165601,36.55,200,200,36.56,400,400,
20161003T165603,36.55,400,400,36.56,400,400,
20161003T165605,36.55,1500,1500,36.56,100,100,
20161003T165606,36.56,200,200,36.57,1000,1000,
20161003T165607,36.56,300,300,36.57,900,900,
20161003T165611,36.56,400,400,36.57,400,400,
20161003T165612,36.56,500,500,36.57,700,700,
20161003T165615,36.56,500,500,36.57,600,600,
20161003T165629,36.56,500,500,36.57,400,400,
20161003T165631,36.57,600,600,36.58,500,500,
20161003T165632,36.57,500,500,36.58,400,400,
20161003T165633,36.57,400,400,36.58,400,400,
20161003T165634,36.57,200,200,36.58,400,400,
20161003T165636,36.57,500,500,36.58,400,400,
20161003T165638,36.57,600,600,36.58,400,400,
20161003T165642,36.57,700,700,36.58,200,200,
20161003T165644,36.57,700,700,36.58,100,100,
20161003T165647,36.58,300,300,36.59,800,800,
20161003T165648,36.58,400,400,36.59,600,600,
20161003T165649,36.58,400,400,36.59,700,700,
20161003T165650,36.58,400,400,36.59,600,600,
20161003T165657,36.58,500,500,36.59,600,600,
20161003T165704,36.58,500,500,36.59,1100,1100,
20161003T165708,36.58,500,500,36.59,1200,1200,
20161003T165712,36.58,400,400,36.59,1200,1200,
20161003T165718,36.58,500,500,36.59,1200,1200,
20161003T165720,36.58,500,500,36.59,1300,1300,
20161003T165731,36.57,800,800,36.58,500,500,
20161003T165732,36.57,800,800,36.58,600,600,
20161003T165734,36.57,1100,1100,36.58,100,100,
20161003T165735,36.58,700,700,36.59,700,700,
20161003T165736,36.58,300,300,36.59,1000,1000,
20161003T165737,36.58,300,300,36.59,1100,1100,
20161003T165740,36.58,300,300,36.59,800,800,
20161003T165742,36.58,300,300,36.59,1000,1000,
20161003T165745,36.58,400,400,36.59,800,800,
20161003T165747,36.58,700,700,36.59,1000,1000,
20161003T165747,36.58,600,600,36.58,700,700,
20161003T165748,36.57,600,600,36.58,900,900,
20161003T165749,36.57,500,500,36.58,800,800,
20161003T165751,36.56,600,600,36.57,1100,1100,
20161003T165753,36.56,400,400,36.57,1200,1200,
20161003T165754,36.56,400,400,36.57,1400,1400,
20161003T165759,36.56,400,400,36.57,1500,1500,
20161003T165801,36.56,400,400,36.57,1400,1400,
20161003T165806,36.56,400,400,36.57,1300,1300,
20161003T165809,36.56,300,300,36.57,1300,1300,
20161003T165812,36.56,700,700,36.57,500,500,
20161003T165817,36.56,700,700,36.57,600,600,
20161003T165818,36.56,600,600,36.57,800,800,
20161003T165820,36.56,600,600,36.57,1000,1000,
20161003T165823,36.56,300,300,36.57,1000,1000,
20161003T165829,36.56,200,200,36.57,1000,1000,
20161003T165831,36.56,400,400,36.57,1000,1000,
20161003T165832,36.56,400,400,36.57,1100,1100,
20161003T165834,36.56,400,400,36.57,900,900,
20161003T165836,36.56,600,600,36.57,900,900,
20161003T165840,36.56,600,600,36.57,800,800,
20161003T165842,36.56,400,400,36.57,1000,1000,
20161003T165842,36.56,500,500,36.57,600,600,
20161003T165844,36.56,500,500,36.57,400,400,
20161003T165845,36.57,500,500,36.58,400,400,
20161003T165846,36.57,100,100,36.58,800,800,
20161003T165848,36.57,500,500,36.58,600,600,
20161003T165850,36.57,600,600,36.58,400,400,
20161003T165855,36.57,300,300,36.58,400,400,
20161003T165856,36.57,300,300,36.58,600,600,
20161003T165858,36.57,300,300,36.58,500,500,
20161003T165900,36.57,300,300,36.58,400,400,
20161003T165904,36.57,300,300,36.58,800,800,
20161003T165912,36.57,600,600,36.58,400,400,
20161003T165912,36.56,700,700,36.57,1300,1300,
20161003T165913,36.56,500,500,36.57,600,600,
20161003T165915,36.56,500,500,36.57,700,700,
20161003T165916,36.56,900,900,36.57,900,900,
20161003T165917,36.56,800,800,36.57,900,900,
20161003T165920,36.56,700,700,36.57,900,900,
20161003T165928,36.56,800,800,36.57,900,900,
20161003T165930,36.57,700,700,36.58,600,600,
20161003T165932,36.57,400,400,36.58,600,600,
20161003T165937,36.57,600,600,36.58,600,600,
20161003T165940,36.57,400,400,36.58,600,600,
20161003T165942,36.57,400,400,36.58,800,800,
20161003T165943,36.57,400,400,36.58,700,700,
20161003T165945,36.57,500,500,36.58,700,700,
20161003T165946,36.57,500,500,36.58,600,600,
20161003T165948,36.56,700,700,36.57,400,400,
20161003T165949,36.56,1200,1200,36.57,200,200,
20161003T165950,36.57,200,200,36.58,800,800,
20161003T165951,36.56,700,700,36.57,300,300,
20161003T165953,36.56,400,400,36.57,900,900,
20161003T165954,36.56,900,900,36.57,100,100,
20161003T165955,36.56,700,700,36.57,400,400,
20161003T165956,36.56,1000,1000,36.57,300,300,
20161003T165958,36.56,1000,1000,36.57,100,100,
20161003T170000,36.56,400,400,36.57,400,400,
20161003T170001,36.56,600,600,36.57,300,300,
20161003T170002,36.56,600,600,36.57,400,400,
20161003T170003,36.56,600,600,36.57,300,300,
20161003T170005,36.56,200,200,36.57,600,600,
20161003T170006,36.56,300,300,36.57,600,600,
20161003T170007,36.55,900,900,36.56,200,200,
20161003T170009,36.55,400,400,36.56,600,600,
20161003T170010,36.55,400,400,36.56,400,400,
20161003T170011,36.55,400,400,36.56,600,600,
20161003T170018,36.55,400,400,36.56,700,700,
20161003T170018,36.55,200,200,36.55,800,800,
20161003T170018,36.54,200,200,36.54,100,100,
20161003T170018,36.53,1500,1500,36.54,1800,1800,
20161003T170019,36.53,300,300,36.54,1500,1500,
20161003T170020,36.52,1000,1000,36.53,500,500,
20161003T170021,36.52,200,200,36.53,900,900,
20161003T170022,36.52,1000,1000,36.53,600,600,
20161003T170024,36.52,1000,1000,36.53,700,700,
20161003T170027,36.53,1000,1000,36.54,400,400,
20161003T170028,36.53,1200,1200,36.54,400,400,
20161003T170031,36.53,1100,1100,36.54,400,400,
20161003T170033,36.53,500,500,36.54,1000,1000,
20161003T170034,36.53,600,600,36.54,900,900,
20161003T170036,36.53,100,100,36.54,900,900,
20161003T170037,36.52,800,800,36.53,500,500,
20161003T170040,36.52,800,800,36.53,600,600,
20161003T170042,36.52,1000,1000,36.53,600,600,
20161003T170043,36.52,900,900,36.53,600,600,
20161003T170044,36.52,500,500,36.53,900,900,
20161003T170048,36.52,500,500,36.53,800,800,
20161003T170053,36.51,700,700,36.52,700,700,
20161003T170055,36.51,700,700,36.52,1200,1200,
20161003T170057,36.51,100,100,36.52,1400,1400,
20161003T170100,36.51,300,300,36.52,1100,1100,
20161003T170101,36.51,400,400,36.52,1100,1100,
20161003T170103,36.51,200,200,36.52,1100,1100,
20161003T170105,36.51,400,400,36.52,1000,1000,
20161003T170108,36.51,700,700,36.52,1000,1000,
20161003T170109,36.51,800,800,36.52,800,800,
20161003T170111,36.51,500,500,36.52,1000,1000,
20161003T170114,36.51,600,600,36.52,1200,1200,
20161003T170116,36.51,800,800,36.52,1200,1200,
20161003T170119,36.51,700,700,36.52,1200,1200,
20161003T170121,36.51,600,600,36.52,1200,1200,
20161003T170124,36.51,500,500,36.52,1300,1300,
20161003T170125,36.5,1000,1000,36.51,1000,1000,
20161003T170127,36.5,1000,1000,36.51,500,500,
20161003T170136,36.5,1000,1000,36.51,1200,1200,
20161003T170148,36.5,1000,1000,36.51,1100,1100,
20161003T170159,36.5,1000,1000,36.51,1000,1000,
20161003T170201,36.5,1000,1000,36.51,1100,1100,
20161003T170205,36.5,1000,1000,36.51,2300,2300,
20161003T170206,36.5,1000,1000,36.51,2200,2200,
20161003T170212,36.5,1000,1000,36.51,1700,1700,
20161003T170221,36.5,1000,1000,36.51,1900,1900,
20161003T170224,36.5,1000,1000,36.51,1700,1700,
20161003T170229,36.5,1000,1000,36.51,3300,3300,
20161003T170231,36.5,1000,1000,36.51,3200,3200,
20161003T170233,36.5,1400,1400,36.51,3100,3100,
20161003T170234,36.5,1200,1200,36.51,3100,3100,
20161003T170235,36.5,1400,1400,36.51,3000,3000,
20161003T170239,36.5,1200,1200,36.51,3000,3000,
20161003T170252,36.5,1100,1100,36.51,3000,3000,
20161003T170254,36.5,1100,1100,36.51,3200,3200,
20161003T170256,36.5,1100,1100,36.51,3100,3100,
20161003T170259,36.5,1200,1200,36.51,3300,3300,
20161003T170308,36.5,1100,1100,36.51,3300,3300,
20161003T170322,36.5,1100,1100,36.51,3700,3700,
20161003T170339,36.5,1100,1100,36.51,3600,3600,
20161003T170346,36.49,100,100,36.5,1900,1900,
20161003T170347,36.48,800,800,36.49,700,700,
20161003T170348,36.48,600,600,36.49,400,400,
20161003T170349,36.48,300,300,36.49,900,900,
20161003T170351,36.47,700,700,36.48,600,600,
20161003T170351,36.47,300,300,36.48,800,800,
20161003T170353,36.47,200,200,36.48,1100,1100,
20161003T170354,36.47,300,300,36.48,1200,1200,
20161003T170356,36.48,600,600,36.49,1100,1100,
20161003T170357,36.48,500,500,36.49,1100,1100,
20161003T170402,36.48,400,400,36.49,1200,1200,
20161003T170404,36.48,300,300,36.49,1200,1200,
20161003T170411,36.48,400,400,36.49,1100,1100,
20161003T170412,36.48,700,700,36.49,500,500,
20161003T170417,36.48,600,600,36.49,900,900,
20161003T170419,36.48,400,400,36.49,1100,1100,
20161003T170421,36.48,500,500,36.49,800,800,
20161003T170423,36.48,700,700,36.49,800,800,
20161003T170426,36.48,800,800,36.49,800,800,
20161003T170431,36.48,400,400,36.49,800,800,
20161003T170432,36.48,400,400,36.49,900,900,
20161003T170434,36.46,100,100,36.46,500,500,
20161003T170435,36.46,200,200,36.47,1100,1100,
20161003T170437,36.45,200,200,36.46,700,700,
20161003T170440,36.45,200,200,36.46,800,800,
20161003T170440,36.46,1000,1000,36.46,100,100,
20161003T170440,36.46,100,100,36.47,1000,1000,
20161003T170442,36.45,400,400,36.46,400,400,
20161003T170446,36.44,500,500,36.45,800,800,
20161003T170447,36.44,700,700,36.45,800,800,
20161003T170448,36.44,700,700,36.45,300,300,
20161003T170450,36.44,400,400,36.45,300,300,
20161003T170451,36.44,400,400,36.45,600,600,
20161003T170454,36.44,800,800,36.45,600,600,
20161003T170456,36.44,1000,1000,36.45,600,600,
20161003T170458,36.44,900,900,36.45,400,400,
20161003T170500,36.44,900,900,36.45,300,300,
20161003T170502,36.44,900,900,36.45,400,400,
20161003T170503,36.45,1000,1000,36.46,100,100,
20161003T170505,36.45,900,900,36.47,1000,1000,
20161003T170506,36.45,1200,1200,36.46,100,100,
20161003T170507,36.46,500,500,36.47,900,900,
20161003T170509,36.46,500,500,36.47,600,600,
20161003T170511,36.46,400,400,36.47,900,900,
20161003T170512,36.46,400,400,36.47,600,600,
20161003T170516,36.46,600,600,36.47,600,600,
20161003T170518,36.47,800,800,36.48,500,500,
20161003T170519,36.47,600,600,36.48,700,700,
20161003T170521,36.47,200,200,36.48,900,900,
20161003T170523,36.47,400,400,36.48,800,800,
20161003T170524,36.47,400,400,36.48,400,400,
20161003T170526,36.47,200,200,36.48,1100,1100,
20161003T170528,36.47,300,300,36.48,700,700,
20161003T170530,36.47,400,400,36.48,400,400,
20161003T170531,36.47,700,700,36.48,400,400,
20161003T170542,36.47,900,900,36.48,400,400,
20161003T170544,36.47,800,800,36.48,300,300,
20161003T170546,36.47,800,800,36.48,400,400,
20161003T170549,36.47,800,800,36.48,200,200,
20161003T170551,36.47,800,800,36.48,500,500,
20161003T170552,36.47,800,800,36.48,1100,1100,
20161003T170555,36.47,800,800,36.48,900,900,
20161003T170604,36.47,800,800,36.48,700,700,
20161003T170606,36.47,1000,1000,36.48,600,600,
20161003T170614,36.47,1000,1000,36.48,700,700,
20161003T170618,36.47,800,800,36.48,700,700,
20161003T170626,36.47,800,800,36.48,1000,1000,
20161003T170631,36.47,800,800,36.48,900,900,
20161003T170635,36.47,700,700,36.48,900,900,
20161003T170649,36.47,700,700,36.48,1300,1300,
20161003T170654,36.47,600,600,36.48,1100,1100,
20161003T170655,36.48,200,200,36.48,100,100,
20161003T170655,36.47,1300,1300,36.48,900,900,
20161003T170656,36.47,1200,1200,36.48,700,700,
20161003T170701,36.47,1000,1000,36.48,1000,1000,
20161003T170706,36.48,800,800,36.49,600,600,
20161003T170707,36.48,500,500,36.49,700,700,
20161003T170708,36.48,300,300,36.49,700,700,
20161003T170710,36.48,400,400,36.49,700,700,
20161003T170711,36.48,300,300,36.49,800,800,
20161003T170713,36.48,400,400,36.49,400,400,
20161003T170715,36.48,400,400,36.49,500,500,
20161003T170716,36.49,1100,1100,36.5,1400,1400,
20161003T170718,36.49,700,700,36.5,1300,1300,
20161003T170719,36.49,700,700,36.5,1100,1100,
20161003T170722,36.49,700,700,36.5,600,600,
20161003T170726,36.49,500,500,36.5,800,800,
20161003T170731,36.49,700,700,36.5,800,800,
20161003T170732,36.49,900,900,36.5,600,600,
20161003T170738,36.49,800,800,36.5,600,600,
20161003T170746,36.49,800,800,36.5,700,700,
20161003T170750,36.49,800,800,36.5,800,800,
20161003T170751,36.49,800,800,36.5,700,700,
20161003T170754,36.49,1100,1100,36.5,600,600,
20161003T170755,36.49,900,900,36.5,900,900,
20161003T170757,36.49,900,900,36.5,1300,1300,
20161003T170758,36.49,900,900,36.5,1500,1500,
20161003T170800,36.49,900,900,36.5,1600,1600,
20161003T170801,36.49,900,900,36.5,1700,1700,
20161003T170803,36.49,900,900,36.5,1800,1800,
20161003T170805,36.49,900,900,36.5,1000,1000,
20161003T170806,36.49,600,600,36.5,1000,1000,
20161003T170808,36.49,600,600,36.5,900,900,
20161003T170809,36.49,900,900,36.5,700,700,
20161003T170810,36.5,700,700,36.51,700,700,
20161003T170812,36.5,600,600,36.51,1100,1100,
20161003T170816,36.5,700,700,36.51,600,600,
20161003T170823,36.5,600,600,36.51,600,600,
